symbol	entrez	ensembl	uniprot
Unc93b1	54445	ENSMUSG00000036908	
Derl2	116891	ENSMUSG00000018442	
Xxylt1	268880	ENSMUSG00000047434	Q3U4G3
Elp1	230233	ENSMUSG00000028431	Q7TT37
Bap1	104416	ENSMUSG00000021901	
Nsun6	74455	ENSMUSG00000026707	
Dpf1	29861	ENSMUSG00000030584	
Serpinb6b	20708	ENSMUSG00000042842	
Lsm14a	67070	ENSMUSG00000066568	Q8K2F8
Dpf1	29861	ENSMUSG00000030584	Q9QX66
Lsm14a	67070	ENSMUSG00000066568	
Dclk1	13175	ENSMUSG00000027797	
Gm21874		ENSMUSG00000096223	
Atp1b3	11933	ENSMUSG00000032412	P97370
4932438H23Rik	74387	ENSMUSG00000039851	Q9D4G1
4932438H23Rik	74387	ENSMUSG00000039851	
Ndufb5	66046	ENSMUSG00000027673	Q9CQH3
Eral1	57837	ENSMUSG00000020832	Q9CZU4
Ndufb5	66046	ENSMUSG00000027673	
Prl2c2	18811	ENSMUSG00000079092	P04095
Alox12b	11686	ENSMUSG00000032807	O70582
Rap1gap2	380711	ENSMUSG00000038807	Q5SVL6
Ncam1	17967	ENSMUSG00000039542	
Anxa10	26359	ENSMUSG00000031635	Q9QZ10
Prl2c2	18811	ENSMUSG00000079092	
Gm10282		ENSMUSG00000070713	P09602
Man2b2	17160	ENSMUSG00000029119	O54782
Rap1gap2	380711	ENSMUSG00000038807	
Nfatc1	18018	ENSMUSG00000033016	
Anxa10	26359	ENSMUSG00000031635	
Nap1l1	53605	ENSMUSG00000058799	P28656
Psap	19156	ENSMUSG00000004207	
Man2b2	17160	ENSMUSG00000029119	
Abitram	230234	ENSMUSG00000038827	Q80ZQ9
Olfr8	18372	ENSMUSG00000094080	Q60892
Nap1l1	53605	ENSMUSG00000058799	
Klf2	16598	ENSMUSG00000055148	Q60843
6430548M08Rik	234797	ENSMUSG00000031824	Q8R0A7
Kcnh5	238271	ENSMUSG00000034402	Q920E3
Tdrp	72148	ENSMUSG00000050052	Q8C5P7
Zfp986		ENSMUSG00000078500	
Vps11	71732	ENSMUSG00000032127	Q91W86
6430548M08Rik	234797	ENSMUSG00000031824	
Ovch2	244199	ENSMUSG00000048236	Q7M761
Actr1b	226977	ENSMUSG00000037351	Q8R5C5
G6pd2	14380	ENSMUSG00000089992	
Tdrp	72148	ENSMUSG00000050052	
Abitram	230234	ENSMUSG00000038827	
Vps11	71732	ENSMUSG00000032127	
Kel	23925	ENSMUSG00000029866	Q9EQF2
Spin4	270624	ENSMUSG00000071722	Q8K1L2
Kel	23925	ENSMUSG00000029866	
Actr1b	226977	ENSMUSG00000037351	
Hs3st2	195646	ENSMUSG00000046321	Q673U1
Arl5b	75869	ENSMUSG00000017418	
Olfr459	258569	ENSMUSG00000045479	
4933424G06Rik	71166	ENSMUSG00000102416	
Slc22a4	30805	ENSMUSG00000020334	Q9Z306
Rnft2	269695	ENSMUSG00000032850	Q3UF64
Arl5b	75869	ENSMUSG00000017418	Q9D4P0
Flt3	14255	ENSMUSG00000042817	
Hipk4	233020	ENSMUSG00000040424	Q3V016
Kcnrg	328424	ENSMUSG00000046168	Q2TUM3
Ndufb4	68194	ENSMUSG00000022820	Q9CQC7
Ndufb4	100041273	ENSMUSG00000022820	Q9CQC7
Ndufb4	100042503	ENSMUSG00000022820	Q9CQC7
Dclk1	13175	ENSMUSG00000027797	Q9JLM8
Serinc1	56442	ENSMUSG00000019877	Q9QZI8
Septin2		ENSMUSG00000026276	P42208
Serinc1	56442	ENSMUSG00000019877	
Fscb	623046	ENSMUSG00000043060	
Pla2g4a	18783	ENSMUSG00000056220	P47713
Treml2	328833	ENSMUSG00000071068	Q2LA85
Septin2		ENSMUSG00000026276	
Utp18	217109	ENSMUSG00000054079	Q5SSI6
Pla2g4a	18783	ENSMUSG00000056220	
Borcs7	66439	ENSMUSG00000062376	Q9CRC6
Treml2	328833	ENSMUSG00000071068	
Rnft2	269695	ENSMUSG00000032850	
Tigd2	68140	ENSMUSG00000049232	Q0VBL1
Gpm6a	234267	ENSMUSG00000031517	P35802
Trim13	66597	ENSMUSG00000035235	Q9CYB0
Zcchc14	142682	ENSMUSG00000061410	Q8VIG0
Zcchc14	142682	ENSMUSG00000061410	
Zfp800	627049	ENSMUSG00000039841	Q0VEE6
Zfp324	243834	ENSMUSG00000004500	
Fam8a1	97863	ENSMUSG00000069237	
Foxl1	14241	ENSMUSG00000097084	Q64731
Mcm10	70024	ENSMUSG00000026669	Q0VBD2
Gprin3	243385	ENSMUSG00000045441	Q8BWS5
Ostf1	20409	ENSMUSG00000024725	
Zfp326	54367	ENSMUSG00000029290	
Vmn1r21	171201	ENSMUSG00000115343	
Zfp800	627049	ENSMUSG00000039841	
Smim1	68859	ENSMUSG00000078350	
Ptges2	96979	ENSMUSG00000026820	Q8BWM0
Ostf1	20409	ENSMUSG00000024725	Q62422
Cd160	54215	ENSMUSG00000038304	O88875
Smim1	68859	ENSMUSG00000078350	P0C8K7
Ptges2	96979	ENSMUSG00000026820	
Cd300lb	217304	ENSMUSG00000063193	
Vmn1r75	171241	ENSMUSG00000043308	
Cd160	54215	ENSMUSG00000038304	
Epn1	13854	ENSMUSG00000035203	Q80VP1
Vmn1r22	171196	ENSMUSG00000115091	
Gm20843	108168524	ENSMUSG00000096902	
Gm20843	108168530	ENSMUSG00000096902	
Gm20843	108168532	ENSMUSG00000096902	
Gm20843	108168595	ENSMUSG00000096902	
Ube2k	53323	ENSMUSG00000029203	P61087
Cd300lb	217304	ENSMUSG00000063193	Q3U497
Epn1	13854	ENSMUSG00000035203	
Zfp568	243905	ENSMUSG00000074221	E9PYI1
Vmn1r23	171197	ENSMUSG00000093376	
Zfp568	243905	ENSMUSG00000074221	
Ube2k	53323	ENSMUSG00000029203	
Vmn1r24	171191	ENSMUSG00000115507	
Vmn1r25	113865	ENSMUSG00000115668	
Vmn1r76	171239	ENSMUSG00000115267	
Slc25a24	229731	ENSMUSG00000040322	Q8BMD8
Vmn1r26	171190	ENSMUSG00000048697	
Cdh16	12556	ENSMUSG00000031881	O88338
Slc25a24	229731	ENSMUSG00000040322	
Gm20821		ENSMUSG00000094556	
Trdn	76757	ENSMUSG00000019787	E9Q9K5
Amdhd2	245847	ENSMUSG00000036820	
Gsdmc	83492	ENSMUSG00000079025	Q99NB5
Gimap3	83408	ENSMUSG00000039264	Q99MI6
Gsdmc	83492	ENSMUSG00000079025	
Atp7b	11979	ENSMUSG00000006567	Q64446
Amdhd2	245847	ENSMUSG00000036820	Q8JZV7
Atp7b	11979	ENSMUSG00000006567	
Map2k7	26400	ENSMUSG00000002948	Q8CE90
Irf3	54131	ENSMUSG00000003184	P70671
Slc44a2	68682	ENSMUSG00000057193	Q8BY89
Sgtb	218544	ENSMUSG00000042743	Q8VD33
Snapc3	77634	ENSMUSG00000028483	Q9D2C9
Vta1	66201	ENSMUSG00000019868	Q9CR26
Sgtb	218544	ENSMUSG00000042743	
Olfr1353	259044	ENSMUSG00000042774	
Ppp2r2c	269643	ENSMUSG00000029120	Q8BG02
Snapc3	77634	ENSMUSG00000028483	
Ppp2r2c	269643	ENSMUSG00000029120	
Galns	50917	ENSMUSG00000015027	Q571E4
Adam3	11497	ENSMUSG00000031553	
Vta1	66201	ENSMUSG00000019868	
Galns	50917	ENSMUSG00000015027	
Mycl	16918	ENSMUSG00000028654	
Gm21310	100861899	ENSMUSG00000095032	
Gm21310	102641037	ENSMUSG00000095032	
Slc4a7	218756	ENSMUSG00000021733	
Spata2l	78779	ENSMUSG00000033594	Q8BNN1
Irf3	54131	ENSMUSG00000003184	
Mycl	16918	ENSMUSG00000028654	P10166
Spata2l	78779	ENSMUSG00000033594	
Slc44a2	68682	ENSMUSG00000057193	
B430306N03Rik	320148	ENSMUSG00000043740	
Grhl2	252973	ENSMUSG00000022286	
Drc3	74665	ENSMUSG00000056598	
Fastkd3	69577	ENSMUSG00000021532	
Psap	19156	ENSMUSG00000004207	Q61207
Map2k7	26400	ENSMUSG00000002948	
Trdn	76757	ENSMUSG00000019787	
Ccdc92b	432582	ENSMUSG00000069814	
Ccdc68	381175	ENSMUSG00000038903	Q8BVC4
Olfr1351	259042	ENSMUSG00000063216	
Sec14l1	74136	ENSMUSG00000020823	A8Y5H7
Bcl2l12	75736	ENSMUSG00000003190	
Ceacam14	67084	ENSMUSG00000023185	
Sectm1a	209588	ENSMUSG00000025165	
Olfr1352	259074	ENSMUSG00000046493	
Tmem40	94346	ENSMUSG00000059900	
Pygo2	68911	ENSMUSG00000047824	
Zfp251	71591	ENSMUSG00000022526	
Gm5155	381852	ENSMUSG00000078793	
Grhl2	252973	ENSMUSG00000022286	Q8K5C0
Zfp446	269870	ENSMUSG00000033961	
Adam3	11497	ENSMUSG00000031553	F8VQ03
Drc3	74665	ENSMUSG00000056598	Q9D5E4
Eef1g	67160	ENSMUSG00000071644	Q9D8N0
Olfr1508	57270	ENSMUSG00000057564	
Lrrc47	72946	ENSMUSG00000029028	
Ctnnd2	18163	ENSMUSG00000022240	
Fastkd3	69577	ENSMUSG00000021532	Q8BSN9
Ubtd1	226122	ENSMUSG00000025171	Q91WB7
Lrrc47	72946	ENSMUSG00000029028	Q505F5
Akr1e1	56043	ENSMUSG00000045410	Q9DCT1
Akr1e1	56043	ENSMUSG00000045410	
Spg7	234847	ENSMUSG00000000738	
Adarb1	110532	ENSMUSG00000020262	Q91ZS8
Pkd2l1	329064	ENSMUSG00000037578	A2A259
Olfr1507	57269	ENSMUSG00000059887	
Trem2	83433	ENSMUSG00000023992	Q99NH8
Kpnb1	16211	ENSMUSG00000001440	P70168
Rapgefl1	268480	ENSMUSG00000038020	Q68EF8
Tifab	212937	ENSMUSG00000049625	Q8JZM6
Gm5169	382277	ENSMUSG00000096620	
Aldh3b3	73458	ENSMUSG00000037263	J3QMK6
Ccdc120	54648	ENSMUSG00000031150	A2AEV7
Fam162a	70186	ENSMUSG00000003955	Q9D6U8
Lrp12	239393	ENSMUSG00000022305	Q8BUJ9
Aldh3b3	73458	ENSMUSG00000037263	
Ccdc120	54648	ENSMUSG00000031150	
Tex19.2	70956	ENSMUSG00000039337	Q9D5S1
Nsf	18195	ENSMUSG00000034187	P46460
Fam162a	70186	ENSMUSG00000003955	
Lrp12	239393	ENSMUSG00000022305	
Fgfr2	14183	ENSMUSG00000030849	
Wdr5b	69544	ENSMUSG00000034379	Q9D7H2
Adarb1	110532	ENSMUSG00000020262	
Tmem40	94346	ENSMUSG00000059900	Q4FJU9
Il1rl1	17082	ENSMUSG00000026069	P14719
Gm1993	100038977	ENSMUSG00000073267	
Cib1	23991	ENSMUSG00000030538	Q9Z0F4
Il1rl1	17082	ENSMUSG00000026069	
Scd3	30049	ENSMUSG00000025202	Q99PL7
Bambi	68010	ENSMUSG00000024232	Q9D0L6
Cib1	23991	ENSMUSG00000030538	
Gm49673		ENSMUSG00000116988	C0HKG5
Gm49673		ENSMUSG00000116988	C0HKG6
Pilrb1	170741	ENSMUSG00000066684	
Ifit1bl1	667373	ENSMUSG00000079339	
Esyt2	52635	ENSMUSG00000021171	Q3TZZ7
Gm20834	108168637	ENSMUSG00000095242	
Neurog1	18014	ENSMUSG00000048904	P70660
Ifit3b	667370	ENSMUSG00000062488	
Ston2	108800	ENSMUSG00000020961	Q8BZ60
Ston2	108800	ENSMUSG00000020961	
Socs1	12703	ENSMUSG00000038037	O35716
Ifit3	15959	ENSMUSG00000074896	Q64345
Ahcy	269378	ENSMUSG00000027597	P50247
Pilrb1	170741	ENSMUSG00000066684	Q2YFS2
Aldh3b2	621603	ENSMUSG00000075296	E9Q3E1
Ahcy	269378	ENSMUSG00000027597	
Nsf	18195	ENSMUSG00000034187	
Tnp2	21959	ENSMUSG00000043050	P11378
Gm28510		ENSMUSG00000101396	
Esyt2	52635	ENSMUSG00000021171	
Entpd2	12496	ENSMUSG00000015085	O55026
Septin6	56526	ENSMUSG00000050379	Q9R1T4
Slc45a1	242773	ENSMUSG00000039838	Q8BIV7
Gstt4	75886	ENSMUSG00000009093	Q9D4P7
Prm3	19120	ENSMUSG00000050058	Q62100
Slc45a1	242773	ENSMUSG00000039838	
Gstt4	75886	ENSMUSG00000009093	
Epha10	230735	ENSMUSG00000028876	Q8BYG9
Steap4	117167	ENSMUSG00000012428	Q923B6
Usp50	75083	ENSMUSG00000027364	
Septin6	56526	ENSMUSG00000050379	
Gm20737	382131	ENSMUSG00000095950	
Gm20737	100039014	ENSMUSG00000095950	
Clec12a	232413	ENSMUSG00000053063	
Prm2	19119	ENSMUSG00000038015	P07978
Rab27b	80718	ENSMUSG00000024511	Q99P58
Gnao1	14681	ENSMUSG00000031748	
Myct1	68632	ENSMUSG00000046916	Q8R411
Epha10	230735	ENSMUSG00000028876	
Rnaset2a	100037283	ENSMUSG00000095687	C0HKG5
Rnaset2a	100037283	ENSMUSG00000095687	C0HKG6
Usp50	75083	ENSMUSG00000027364	Q6P8X6
4930451I11Rik	78118	ENSMUSG00000045989	
Psip1	101739	ENSMUSG00000028484	Q99JF8
Fmnl3	22379	ENSMUSG00000023008	Q6ZPF4
Ppp2r1a	51792	ENSMUSG00000007564	Q76MZ3
Havcr1	171283	ENSMUSG00000040405	
Psip1	101739	ENSMUSG00000028484	
Rab28	100972	ENSMUSG00000029128	
Slc34a1	20505	ENSMUSG00000021490	
Ppp2r1a	51792	ENSMUSG00000007564	
Fmnl3	22379	ENSMUSG00000023008	
Rab28	100972	ENSMUSG00000029128	Q99KL7
Ppa2	74776	ENSMUSG00000028013	Q91VM9
Prm1	19118	ENSMUSG00000022501	P02319
Ppa2	74776	ENSMUSG00000028013	
Spg7	234847	ENSMUSG00000000738	Q3ULF4
Adm	11535	ENSMUSG00000030790	P97297
Pfn3	75477	ENSMUSG00000044444	Q9DAD6
Zfp987	626316	ENSMUSG00000066009	
Il1rn	16181	ENSMUSG00000026981	P25085
Il1rn	16181	ENSMUSG00000026981	
Cybrd1	73649	ENSMUSG00000027015	Q925G2
Hdlbp	110611	ENSMUSG00000034088	Q8VDJ3
Treml1	71326	ENSMUSG00000023993	Q8K558
Hdlbp	110611	ENSMUSG00000034088	
Fam76b	72826	ENSMUSG00000037808	Q80XP8
Rnf7	19823	ENSMUSG00000051234	Q9WTZ1
Treml1	71326	ENSMUSG00000023993	
Rnf7	19823	ENSMUSG00000051234	
Tm4sf20	66261	ENSMUSG00000026149	Q9CQY8
Gnao1	14681	ENSMUSG00000031748	P18872
Fam76b	72826	ENSMUSG00000037808	
Tmprss7	208171	ENSMUSG00000033177	Q8BIK6
Gm28729	102635744	ENSMUSG00000099564	
Ankrd2	56642	ENSMUSG00000025172	
Ankrd2	56642	ENSMUSG00000025172	Q9WV06
Agbl1	244071	ENSMUSG00000025754	
Ccnk	12454	ENSMUSG00000021258	
Olig2	50913	ENSMUSG00000039830	Q9EQW6
Cuzd1	16433	ENSMUSG00000040205	
Commd5	66398	ENSMUSG00000055041	
Lyrm7	75530	ENSMUSG00000020268	Q9DA03
Sdc4	20971	ENSMUSG00000017009	O35988
Agbl1	244071	ENSMUSG00000025754	Q09M05
Adam29	244486	ENSMUSG00000046258	
Rnf141	67150	ENSMUSG00000030788	
Ceacam11	66996	ENSMUSG00000030368	
Olfr57	18357	ENSMUSG00000060205	
Apaf1	11783	ENSMUSG00000019979	O88879
9330182L06Rik	231014	ENSMUSG00000056004	
Lyrm7	75530	ENSMUSG00000020268	
Pak7	241656	ENSMUSG00000039913	Q8C015
Ccdc85c	668158	ENSMUSG00000084883	E9Q6B2
Ccdc85c	668158	ENSMUSG00000084883	
Tekt4	71840	ENSMUSG00000024175	
Igkv16-104		ENSMUSG00000076522	
Zfp7	223669	ENSMUSG00000033669	
Acer3	66190	ENSMUSG00000030760	Q9D099
Alk	11682	ENSMUSG00000055471	P97793
Igkv15-103		ENSMUSG00000076523	
Acer3	66190	ENSMUSG00000030760	
Apaf1	11783	ENSMUSG00000019979	
Tekt4	71840	ENSMUSG00000024175	Q149S1
Spock3	72902	ENSMUSG00000054162	Q8BKV0
Serpina3i	628900	ENSMUSG00000079014	
Il17rd	171463	ENSMUSG00000040717	Q8JZL1
Il17rd	171463	ENSMUSG00000040717	
Spopfm2	100043188	ENSMUSG00000074424	
Ifit1bl2	112419	ENSMUSG00000067297	
Ceacam13	69785	ENSMUSG00000057195	
Gm49527		ENSMUSG00000116024	
Errfi1	74155	ENSMUSG00000028967	Q99JZ7
Spopfm3		ENSMUSG00000090268	
Fbxo44	230903	ENSMUSG00000029001	
Nkx3-2	12020	ENSMUSG00000049691	P97503
Cfap57	68625	ENSMUSG00000028730	Q9D180
Nars	70223	ENSMUSG00000024587	Q8BP47
Igkv20-101-2		ENSMUSG00000106403	
Marchf7	57438	ENSMUSG00000026977	Q9WV66
Zfp553	233887	ENSMUSG00000045598	Q3US17
Rps12	20042	ENSMUSG00000061983	
Trappc9	76510	ENSMUSG00000047921	Q3U0M1
Ifit1	15957	ENSMUSG00000034459	Q64282
Marchf7	57438	ENSMUSG00000026977	
Scd2	20250	ENSMUSG00000025203	P13011
Scd2	20250	ENSMUSG00000025203	
Igkv14-100		ENSMUSG00000096515	
Rasa2	114713	ENSMUSG00000032413	P58069
Igkv1-99		ENSMUSG00000076525	
Rnf141	67150	ENSMUSG00000030788	Q99MB7
Npdc1	18146	ENSMUSG00000015094	Q64322
Ypel5	383295	ENSMUSG00000039770	P62700
Trappc9	76510	ENSMUSG00000047921	
Sri	109552	ENSMUSG00000003161	Q6P069
Nars	70223	ENSMUSG00000024587	
Ptx4	68509	ENSMUSG00000044172	
Ypel5	383295	ENSMUSG00000039770	
Smc6	67241	ENSMUSG00000020608	Q924W5
Arap2	212285	ENSMUSG00000037999	
Slc16a12	240638	ENSMUSG00000009378	Q8BGC3
Rasa2	114713	ENSMUSG00000032413	
Shcbp1l	71836	ENSMUSG00000042708	Q3TTP0
Smc6	67241	ENSMUSG00000020608	
Shcbp1l	71836	ENSMUSG00000042708	
Zfp536	243937	ENSMUSG00000043456	
Inpp5k	19062	ENSMUSG00000006127	Q8C5L6
Nuf2	66977	ENSMUSG00000026683	Q99P69
Spopfm1		ENSMUSG00000089696	
Fstl1	14314	ENSMUSG00000022816	Q62356
Ptpn5	19259	ENSMUSG00000030854	P54830
Hint1	15254	ENSMUSG00000020267	P70349
Trit1	66966	ENSMUSG00000028653	Q80UN9
Wipf2	68524	ENSMUSG00000038013	
Trp53tg5	73603	ENSMUSG00000017720	
Hint1	15254	ENSMUSG00000020267	
Def8	23854	ENSMUSG00000001482	
Igkv12-98		ENSMUSG00000076526	
Ehmt1	77683	ENSMUSG00000036893	Q5DW34
Pom121l2	195236	ENSMUSG00000016982	
Npdc1	18146	ENSMUSG00000015094	
Pom121l2	195236	ENSMUSG00000016982	Q5SW25
Nuf2	66977	ENSMUSG00000026683	
Igkv10-96		ENSMUSG00000094420	
Pqlc2	212555	ENSMUSG00000028744	Q8C4N4
Wipf2	68524	ENSMUSG00000038013	Q6PEV3
Ehmt1	77683	ENSMUSG00000036893	
Inpp5k	19062	ENSMUSG00000006127	
Lyrm2	108755	ENSMUSG00000045854	Q8R033
Zbtb38	245007	ENSMUSG00000040433	
Them4	75778	ENSMUSG00000028145	Q3UUI3
Pqlc2	212555	ENSMUSG00000028744	
Crlf3	54394	ENSMUSG00000017561	Q9Z2L7
Serpina3j	238395	ENSMUSG00000079013	
9330182L06Rik	231014	ENSMUSG00000056004	Q3UZV7
Tex19.1	73679	ENSMUSG00000039329	Q99MV2
Tagln3	56370	ENSMUSG00000022658	Q9R1Q8
Tex19.1	73679	ENSMUSG00000039329	
Lyzl1	67328	ENSMUSG00000024233	Q9CPX3
Trav2		ENSMUSG00000076759	
Lyzl1	67328	ENSMUSG00000024233	
Zfp14	243906	ENSMUSG00000053985	P10755
Uts2r	217369	ENSMUSG00000039321	Q8VIH9
Prkar1b	19085	ENSMUSG00000025855	P12849
Cep72	74470	ENSMUSG00000021572	
Crlf3	54394	ENSMUSG00000017561	
Trav3-1		ENSMUSG00000076760	
Erich1	234086	ENSMUSG00000051978	
Cntnap5b	241175	ENSMUSG00000067028	Q0V8T8
Comtd1	69156	ENSMUSG00000021773	Q8BIG7
Cntnap5b	241175	ENSMUSG00000067028	
Prkar1b	19085	ENSMUSG00000025855	
Comtd1	69156	ENSMUSG00000021773	
Septin1	54204	ENSMUSG00000000486	P42209
Rhoj	80837	ENSMUSG00000046768	
Cep72	74470	ENSMUSG00000021572	Q9D3R3
Septin1	54204	ENSMUSG00000000486	
Rhoj	80837	ENSMUSG00000046768	Q9ER71
Zfp536	243937	ENSMUSG00000043456	Q8K083
Trib3	228775	ENSMUSG00000032715	Q8K4K2
AC132407.1		ENSMUSG00000118541	
Usp8	84092	ENSMUSG00000027363	Q80U87
Dbndd2	52840	ENSMUSG00000017734	Q9CRD4
2410131K14Rik	76792	ENSMUSG00000032840	Q8BTG6
Ampd3	11717	ENSMUSG00000005686	O08739
Pilrb2	545812	ENSMUSG00000066682	
Rmi2	223970	ENSMUSG00000037991	Q3UPE3
Ampd3	11717	ENSMUSG00000005686	
Ccdc40	207607	ENSMUSG00000039963	
Hoga1	67432	ENSMUSG00000025176	
Hirip3	233876	ENSMUSG00000042606	Q8BLH7
Usp8	84092	ENSMUSG00000027363	
Dbndd2	52840	ENSMUSG00000017734	
Tpra1	24100	ENSMUSG00000002871	Q99MU1
Pla2g3	237625	ENSMUSG00000034579	
Hirip3	233876	ENSMUSG00000042606	
Septin12	71089	ENSMUSG00000022542	
Dynap	75577	ENSMUSG00000024512	
Gm47791		ENSMUSG00000114299	
Tpra1	24100	ENSMUSG00000002871	
Hoga1	67432	ENSMUSG00000025176	Q9DCU9
Krt33a	71888	ENSMUSG00000035592	Q8K0Y2
Dnah7b	227058	ENSMUSG00000041144	
Pilrb2	545812	ENSMUSG00000066682	Q2YFS1
4933411K16Rik	66765	ENSMUSG00000090369	Q80Y39
Cxcl14	57266	ENSMUSG00000021508	
Doc2a	13446	ENSMUSG00000052301	
4931408C20Rik	210940	ENSMUSG00000073722	
Ccndbp1	17151	ENSMUSG00000023572	Q3TVC7
Klf7	93691	ENSMUSG00000025959	Q99JB0
Cxcl14	57266	ENSMUSG00000021508	Q9WUQ5
9330182O14Rik	328531	ENSMUSG00000094112	
Ccndbp1	17151	ENSMUSG00000023572	
AC124764.1		ENSMUSG00000118497	
Pank1	75735	ENSMUSG00000033610	Q8K4K6
Nelfa	24116	ENSMUSG00000029111	Q8BG30
Klf7	93691	ENSMUSG00000025959	
Ccdc40	207607	ENSMUSG00000039963	Q8BI79
Fam104a	28081	ENSMUSG00000041629	
1700001L19Rik	69315	ENSMUSG00000021534	Q9DAR0
Pank1	75735	ENSMUSG00000033610	
Gdpgp1	269952	ENSMUSG00000050973	Q3TLS3
Zdhhc19	245308	ENSMUSG00000052363	Q810M5
Igkv10-95		ENSMUSG00000094902	
Scd4	329065	ENSMUSG00000050195	Q6T707
Arl14ep	212772	ENSMUSG00000027122	Q8BIX3
Zdhhc19	245308	ENSMUSG00000052363	
Olig1	50914	ENSMUSG00000046160	Q9JKN5
Igkv10-94		ENSMUSG00000096490	
Glra3	110304	ENSMUSG00000038257	Q91XP5
Rps19	20085	ENSMUSG00000040952	Q9CZX8
Glra3	110304	ENSMUSG00000038257	
Mroh4	69439	ENSMUSG00000022603	
Doc2a	13446	ENSMUSG00000052301	Q7TNF0
Gm3045	100040926	ENSMUSG00000110477	
Sys1	66460	ENSMUSG00000045503	Q78S06
Gphb5	217674	ENSMUSG00000048982	Q812B2
Rps19	20085	ENSMUSG00000040952	
Bmp2k	140780	ENSMUSG00000034663	Q91Z96
Rrad	56437	ENSMUSG00000031880	
Plpp7	227721	ENSMUSG00000051373	Q91WB2
Sys1	66460	ENSMUSG00000045503	
Dthd1	100322896	ENSMUSG00000090326	
Plpp7	227721	ENSMUSG00000051373	
Vav3	57257	ENSMUSG00000033721	Q9R0C8
Dnaaf5	433956	ENSMUSG00000025857	B9EJR8
Dnaaf5	433956	ENSMUSG00000025857	
Gm20458		ENSMUSG00000090996	
Gm29106		ENSMUSG00000102030	
Clec12b	71183	ENSMUSG00000030158	
Scd1	20249	ENSMUSG00000037071	P13516
Bag6	224727	ENSMUSG00000024392	
Pxylp1	235534	ENSMUSG00000043587	Q8BHA9
Scd1	20249	ENSMUSG00000037071	
Hhipl1	214305	ENSMUSG00000021260	Q14DK5
Inpp5j	170835	ENSMUSG00000034570	P59644
Def8	23854	ENSMUSG00000001482	Q99J78
Nwd2	319807	ENSMUSG00000090061	Q6P5U7
Inpp5j	170835	ENSMUSG00000034570	
Ino80e	233875	ENSMUSG00000030689	
Nwd2	319807	ENSMUSG00000090061	
Pxylp1	235534	ENSMUSG00000043587	
Chia1	81600	ENSMUSG00000062778	Q91XA9
Kcnj9	16524	ENSMUSG00000038026	P48543
Vdac2	22334	ENSMUSG00000021771	
Chia1	81600	ENSMUSG00000062778	
Prf1	18646	ENSMUSG00000037202	P10820
Paqr3	231474	ENSMUSG00000055725	Q6TCG8
Rela	19697	ENSMUSG00000024927	Q04207
Trav5-1		ENSMUSG00000076761	
Rela	19697	ENSMUSG00000024927	
Ahnak	66395	ENSMUSG00000069833	
Trav6-1		ENSMUSG00000076762	
Trav7-1		ENSMUSG00000104620	
Paqr3	231474	ENSMUSG00000055725	
Morn4	226123	ENSMUSG00000049670	Q6PGF2
9930104L06Rik	194268	ENSMUSG00000044730	Q499E6
Spsb4	211949	ENSMUSG00000046997	Q8R5B6
Vdac2	22334	ENSMUSG00000021771	Q60930
Nrsn2	228777	ENSMUSG00000059361	Q5HZK2
Rpl8	26961	ENSMUSG00000003970	P62918
Csnk2a2	13000	ENSMUSG00000046707	O54833
Arid5b	71371	ENSMUSG00000019947	Q8BM75
Arid5b	71371	ENSMUSG00000019947	
Hpgd	15446	ENSMUSG00000031613	Q8VCC1
Bod1l	665775	ENSMUSG00000061755	E9Q6J5
Bag6	224727	ENSMUSG00000024392	Q9Z1R2
Trav6-2		ENSMUSG00000076764	
Csnk2a2	13000	ENSMUSG00000046707	
Slc35a2	22232	ENSMUSG00000031156	Q9R0M8
Egfr	13649	ENSMUSG00000020122	Q01279
Aprt	11821	ENSMUSG00000006589	
Cd302	66205	ENSMUSG00000060703	Q9DCG2
Tet2	214133	ENSMUSG00000040943	Q4JK59
Nr1h3	22259	ENSMUSG00000002108	Q9Z0Y9
Trav7d-2		ENSMUSG00000105533	
Egfr	13649	ENSMUSG00000020122	
Anln	68743	ENSMUSG00000036777	Q8K298
Tet2	214133	ENSMUSG00000040943	
Anln	68743	ENSMUSG00000036777	
Slc35a2	22232	ENSMUSG00000031156	
Nr1h3	22259	ENSMUSG00000002108	
Rpa2	19891	ENSMUSG00000028884	
Aprt	11821	ENSMUSG00000006589	P08030
Slc25a36	192287	ENSMUSG00000032449	Q922G0
Olfr467	257919	ENSMUSG00000066242	
Slc25a36	192287	ENSMUSG00000032449	
Usp31	76179	ENSMUSG00000063317	
Olfr469	258418	ENSMUSG00000095910	Q8VF66
Barhl2	104382	ENSMUSG00000034384	Q8VIB5
Tspyl5	239364	ENSMUSG00000038984	Q69ZB3
Gm36028	102639802	ENSMUSG00000108763	
Olfr470	258417	ENSMUSG00000109542	Q8VF65
Gpx3	14778	ENSMUSG00000018339	
Slc27a5	26459	ENSMUSG00000030382	Q4LDG0
Igfl3	232925	ENSMUSG00000066756	Q6B9Z0
Tsku	244152	ENSMUSG00000049580	Q8CBR6
Slc27a5	26459	ENSMUSG00000030382	
Gm5624	546250	ENSMUSG00000092165	
Gm5624	100861708	ENSMUSG00000092165	
Gpx3	14778	ENSMUSG00000018339	P46412
Fus	233908	ENSMUSG00000030795	P56959
Cdca8	52276	ENSMUSG00000028873	Q8BHX3
